Trial_ID,Trial_Name,Task,Subject,Repetition,Frames,Duration_Seconds,Self_Proclaimed_Skill,GRS_Total,GRS_Tissue_Respect,GRS_Handling,GRS_Time_Motion,GRS_Flow,GRS_Performance,GRS_Quality,Left_Mean_Speed,Left_Median_Speed,Left_Max_Speed,Left_Speed_Std,Right_Mean_Speed,Right_Median_Speed,Right_Max_Speed,Right_Speed_Std,Left_Idle_Ratio,Left_Idle_Time,Right_Idle_Ratio,Right_Idle_Time,Left_Mean_Acceleration,Left_Median_Acceleration,Left_Max_Acceleration,Left_Acceleration_Std,Right_Mean_Acceleration,Right_Median_Acceleration,Right_Max_Acceleration,Right_Acceleration_Std,Left_Mean_Jerk,Left_Median_Jerk,Left_Max_Jerk,Left_Jerk_Std,Right_Mean_Jerk,Right_Median_Jerk,Right_Max_Jerk,Right_Jerk_Std
18,Knot_Tying_E004,Knot Tying,E,4,1371.0,45.7,E,18,2,3,3,4,3,3,0.027542982740257956,0.016984171690135493,0.2049373275564996,0.03382942771241107,0.02814772267163868,0.01967511865275531,0.20396304845731247,0.028862263025491178,0.14660831509846828,6.7,0.08023340627279359,3.6666666666666665,0.16526875692126441,0.0690768745201918,1.2024776976262903,0.19242991870183007,0.1819651282356695,0.09738843994447312,1.5230262815143552,0.1987518827206869,7.959938101137671,5.601775025797881,38.55258931608172,7.906782485271449,8.391832832373732,6.273761659024038,53.159668843909195,8.103524318630638
19,Knot_Tying_E005,Knot Tying,E,5,1257.0,41.9,E,21,3,4,3,4,3,4,0.020734512929290533,0.014740961807154918,0.15981221483353517,0.027546509519056663,0.025681108154011412,0.01881362692305766,0.12795877258320354,0.02328779512109674,0.26889419252187746,11.266666666666667,0.1249005568814638,5.233333333333333,0.15856568601250692,0.04736379655552905,1.0653664080962943,0.19018704841371692,0.1637258996958287,0.08321528305367143,1.675679170096713,0.17674672491514418,7.99314796389804,4.850346543433382,44.39818456109313,8.544052038254199,7.954428441523448,6.290147772629032,60.11246512639246,7.640646650049831
20,Knot_Tying_F001,Knot Tying,F,1,920.0,30.666666666666668,I,16,3,2,2,3,3,3,0.024276856679874968,0.01654408001015696,0.18512444719431306,0.028286369273889334,0.03215863124850283,0.023790186999798124,0.18220392277335853,0.028422149931200395,0.11847826086956521,3.6333333333333333,0.034782608695652174,1.0666666666666667,0.18628554521159113,0.10697801771392346,0.9457016881646468,0.1955531140112261,0.19012292958412874,0.14317276532064455,1.463725801273411,0.19303935520432286,8.663274129804961,7.375689007418308,41.07051821083664,7.70984769337653,8.350526537589337,7.122942102111914,48.46640620330171,6.9420625687220525
21,Knot_Tying_F002,Knot Tying,F,2,1012.0,33.733333333333334,I,20,4,3,3,3,3,4,0.025312412801100616,0.013828353860527377,0.27776489988657677,0.04109881517115448,0.03888815714064683,0.026811752314921687,0.2879966661248008,0.039687658498652315,0.233201581027668,7.866666666666666,0.042490118577075096,1.4333333333333333,0.18421921954700538,0.0840134128733502,1.7491638978417638,0.2218872021865209,0.1974676298060921,0.1306475189788558,1.8669622781475592,0.20670753149793006,8.47287525715349,7.13216423198783,42.50710168293299,7.98539065962947,8.172515685900981,6.724140954604,50.13773488785492,6.979225715915159
22,Knot_Tying_F003,Knot Tying,F,3,2722.0,90.73333333333333,I,10,2,1,1,2,1,3,0.020514292208714417,0.013280199123871508,0.22380958766549747,0.02598163235821929,0.014929801879730425,0.013338976403638627,0.1453120902643686,0.01585978662186787,0.22226304188096987,20.166666666666668,0.21748714180749448,19.733333333333334,0.14788803470086373,0.05214721484695362,1.3737606427992755,0.17235147355306038,0.1319960739207373,0.05019322053229519,1.5413376411430915,0.15587662705952357,7.424686049437857,5.3020818351150245,41.032573654014485,7.382993216744845,6.791577434717278,4.3750349762730085,63.3505400242666,7.186489688594622
23,Knot_Tying_F004,Knot Tying,F,4,1830.0,61.0,I,10,2,1,1,2,1,3,0.02244100707690539,0.013821802021025488,0.26763585104578197,0.03454711975571181,0.02947346089452338,0.01863552479701388,0.19571853131218822,0.030065639297320337,0.1994535519125683,12.166666666666666,0.0726775956284153,4.433333333333334,0.1654562044104525,0.06082326442694769,2.331330523257505,0.2151717456682817,0.19610074942017325,0.14035017299360397,1.8240557092202516,0.20758228260238917,7.538281136178942,5.100181740468891,56.95081284241444,7.742679462253577,8.705509933716082,7.300640389917097,58.38043930580919,7.554408343020638
24,Knot_Tying_F005,Knot Tying,F,5,1849.0,61.63333333333333,I,15,2,3,2,3,2,3,0.03111331080691821,0.015720394174447407,0.24433905256630592,0.03828407915568264,0.0254366026411744,0.014159811015688027,0.18717989374128835,0.030382680338219923,0.12601406165494863,7.766666666666667,0.1400757166035695,8.633333333333333,0.19683781648581655,0.1357064458666108,1.8321438964113455,0.21457908349142307,0.1662760970453885,0.10714800736859398,1.1502538056207383,0.1682067355018078,8.635324325164039,7.570762310323709,51.12841465061504,7.596512495420774,7.668150480486108,6.086649377274888,38.77419205793353,7.014954348940465
25,Knot_Tying_G001,Knot Tying,G,1,2369.0,78.96666666666667,N,9,2,2,1,1,1,2,0.031083763110532327,0.01896615548813201,0.2328863729912079,0.037754108183194635,0.019478727374653525,0.01289035616265121,0.17373800112237966,0.02378607396330221,0.21274799493457155,16.8,0.18910932883073026,14.933333333333334,0.15983242934314312,0.0712280675580035,1.3597817121950306,0.18941399579259813,0.14915229304672972,0.06460878253917232,1.292424789390915,0.1695179122741065,6.968391360131066,5.241391725526065,36.47262473471965,6.958618013291765,7.272894329469782,5.520073402464113,38.14167007554335,7.009049196309626
26,Knot_Tying_G002,Knot Tying,G,2,2282.0,76.06666666666666,N,11,2,2,1,2,2,2,0.020824357084920968,0.012548759341972653,0.14845012909728303,0.027501622117495544,0.018430486954476494,0.012857913658294525,0.11891713087692622,0.020322012368420822,0.3168273444347064,24.1,0.16432953549517967,12.5,0.12759852348995854,0.0398796877668276,0.947191012218477,0.1619056934196929,0.14630411904748486,0.06440700418828524,1.1610639774919662,0.16168238592907022,5.942358822779812,2.587432448558607,40.653532855674946,6.840594004059724,7.245211742428294,5.539115573022714,51.41205853113029,7.05350858858298
27,Knot_Tying_G003,Knot Tying,G,3,2415.0,80.5,N,10,1,2,1,2,2,2,0.024787342564339662,0.013253474940558042,0.16451702071518315,0.03258866778176941,0.016493001923198053,0.012521166718800608,0.1162361311598076,0.019284455179772994,0.27494824016563146,22.133333333333333,0.25010351966873706,20.133333333333333,0.14698335253908346,0.05529758883883569,1.901421107684018,0.1738787359506493,0.13107368386791207,0.03919366175431471,0.9044001015908492,0.15899697861503528,7.065579456278956,4.760358063318223,56.601415133671026,7.331402267202288,6.802583201256328,4.252731893717978,41.02024915963562,7.116084641210667
28,Knot_Tying_G004,Knot Tying,G,4,3853.0,128.43333333333334,N,6,1,1,1,1,1,1,0.022966139997322204,0.013834757135562589,0.20703401757440734,0.029543465763881317,0.023492829879255626,0.015888935269551575,0.16427090116329185,0.023818944740473476,0.2899039709317415,37.233333333333334,0.10537243706202959,13.533333333333333,0.13253570943856086,0.039795579990968236,1.276236146887332,0.1693951054142807,0.15916910504404597,0.07951932071171144,1.5096182668926241,0.17072297663857122,6.28899297034212,3.1901119255114816,48.531698316224315,7.110504289936118,7.7825187445221315,6.822948469886459,47.05248234473087,7.066494734259153
29,Knot_Tying_G005,Knot Tying,G,5,1696.0,56.53333333333333,N,11,1,2,1,2,2,3,0.027692988017123096,0.01730611566231855,0.17800140104504797,0.032344567508850966,0.019786222328038196,0.01338052099239669,0.1350161535113484,0.021405640420174853,0.17983490566037735,10.166666666666666,0.17688679245283018,10.0,0.15654238620560904,0.07177473469141149,1.0953322691310041,0.1736280701174711,0.1435045722133896,0.05635258943602058,0.8766751067180677,0.15898992830071795,7.440652406220273,5.2926918970423955,37.93170631175331,7.125203836455749,6.997097219932131,4.883368483216913,36.54429787327338,6.8505830397267
30,Knot_Tying_H003,Knot Tying,H,1,1635.0,54.5,N,12,3,2,1,3,2,1,0.018290382898103898,0.013500160628674016,0.11763488180807596,0.022061243247275,0.023808287405250678,0.015385190476558943,0.13610880350660642,0.023535409367406872,0.2342507645259939,12.766666666666667,0.0654434250764526,3.566666666666667,0.14689666812836488,0.05099864318046627,1.0950734460388662,0.1717922254057619,0.16503888382206866,0.10089399756016137,1.3282881962408029,0.17008046828162582,7.428830004416172,5.273618320490805,37.618306449296895,7.274631526801382,7.904484682343542,6.635777491083563,35.21629488307818,7.031933014467959
31,Knot_Tying_H004,Knot Tying,H,2,2251.0,75.03333333333333,N,22,3,4,3,4,4,4,0.015220142587606691,0.011186944310221625,0.14375390743211122,0.021007331542643077,0.013730711976490633,0.002567542209974356,0.15730017811814453,0.021373133651922258,0.36650377609951135,27.5,0.38827187916481565,29.133333333333333,0.15288217018915784,0.0475407484538133,0.8690792313259434,0.17482286244842704,0.11312740345948782,0.0276254761615638,0.9896428144854676,0.15739995751646366,7.9401756641519246,6.3197509493860515,36.45867157517689,7.760807643285171,5.528494432694202,2.0028481474603277,42.12925306581562,6.7247304341331136
32,Knot_Tying_H005,Knot Tying,H,3,1952.0,65.06666666666666,N,18,3,3,3,3,3,3,0.0182489940143957,0.012671112310127266,0.15838070393201312,0.024086604658073538,0.0183641305199984,0.012542416125106606,0.12668119095193256,0.021647140567780464,0.3119877049180328,20.3,0.22950819672131148,14.933333333333334,0.1471345444888669,0.04508663977719402,1.2044813341847638,0.17757625409338784,0.14810362011852704,0.07251585887712966,1.075367026870521,0.16027593615526656,7.306136885601733,4.8215769086342295,36.70931483051651,7.44413507669714,7.17911539051957,5.883716181527928,34.339903588681935,6.661299917707981
33,Knot_Tying_I001,Knot Tying,I,1,2329.0,77.63333333333334,N,9,2,1,1,1,1,3,0.02563790036691805,0.015681267901544185,0.29198600551910014,0.032230551741787024,0.0220295694169208,0.015252032848115691,0.12493487931718668,0.020952739122891167,0.12365822241305281,9.6,0.08158007728638901,6.333333333333333,0.16329014433488692,0.07795957882526108,1.4492586833307721,0.18237566945415384,0.1625520039591321,0.09998621875111052,0.9726381684716192,0.16454471414013053,7.793139749365666,6.112378774814785,33.897849185846546,7.279331455778859,7.658794640790112,5.772408584745791,39.63814548528526,7.090571353064025
34,Knot_Tying_I002,Knot Tying,I,2,2426.0,80.86666666666666,N,8,1,1,1,2,1,2,0.03207753454469348,0.02514308075601111,0.2444775895782679,0.032371419343214115,0.018595321676744683,0.013545973599708295,0.1458577445218457,0.019943887048647493,0.09645507007419621,7.8,0.14138499587798845,11.433333333333334,0.17796833758764297,0.12148822680229476,1.168492970723741,0.1781788942851513,0.1554383129690433,0.09297645909074885,1.0581723738412083,0.15991654825605478,8.249680615942488,7.085920325376794,46.134909318358645,7.12407208828633,7.644209247985789,6.1486330932986775,37.79005502947369,6.995090109391171
35,Knot_Tying_I003,Knot Tying,I,3,2063.0,68.76666666666667,N,8,2,1,1,2,1,1,0.023231418105553524,0.013829359385018527,0.24125770920325013,0.03171296809698188,0.019338416441334005,0.015183954886655847,0.08963617326169161,0.016410650102781657,0.18710615608337372,12.866666666666667,0.10033931168201649,6.9,0.15791442988333698,0.06068170318777605,1.6080726325562833,0.19023382244018663,0.15264964214655136,0.0945699640390421,1.074015709775375,0.1534805378326435,7.532030488878871,5.462711463726943,48.19346613814002,7.4790230542968175,7.320605543208284,5.4487177504109,38.611357800276394,6.822595674218287
36,Knot_Tying_I005,Knot Tying,I,4,2655.0,88.5,N,6,1,1,1,1,1,1,0.025347090471823343,0.0167804579794474,0.1959992663200554,0.02826780609323639,0.022011977162071573,0.014008214018924754,0.13693156070460893,0.023188783290826402,0.10018832391713747,8.866666666666667,0.10282485875706214,9.1,0.16771774369670694,0.09437666949279991,1.1999901982411993,0.17511745528886516,0.14708235945790837,0.08566415742657874,0.9263962206625511,0.1508442727781921,8.313375414566869,6.98510746639087,41.66854880858146,7.546342176365017,7.075281603951813,5.246105743735208,46.16549042540719,6.6403216845752375
37,Needle_Passing_B001,Needle Passing,B,1,3438.0,114.6,N,8,1,1,1,2,1,2,0.014771425847932767,0.013633478310606729,0.15067462421390007,0.019462879522643826,0.016322562589003546,0.013486620208409548,0.12111000234910409,0.017235235548217046,0.28853984874927285,33.06666666666667,0.14543339150668994,16.666666666666668,0.14236798075161577,0.044892361265587266,0.9012983903587278,0.17125951919553206,0.15117233852441989,0.07294175735514018,1.371654402022809,0.16262623839358023,7.404917246186794,4.8874529473024815,46.71311484298228,7.70447894443912,7.734818474153497,6.04123228711398,41.63125402770824,7.233868302690085
38,Needle_Passing_B002,Needle Passing,B,2,3177.0,105.9,N,8,1,1,1,2,1,2,0.013908231411256002,0.013673837354598014,0.09192311534102834,0.01458576334926385,0.013581250659400764,0.013381887049291665,0.07592783548870599,0.013678453898985787,0.24394082467736858,25.833333333333332,0.2096317280453258,22.2,0.14974584247395092,0.05514285708362038,0.9052165273224564,0.16816261603736846,0.14029831964662615,0.05065859435736785,1.044652813206288,0.16131914100915615,8.014015709141367,6.040044795203581,41.9773823101863,7.608432463443911,7.414717330656075,5.390601876817038,39.090317120387816,7.239423125740389
39,Needle_Passing_B003,Needle Passing,B,3,3238.0,107.93333333333334,N,14,2,2,2,3,2,3,0.010799626459738932,0.003331831087412651,0.11030169301057895,0.014650773372395542,0.012554690023855593,0.01312733323308778,0.09249687646077569,0.012623509228385408,0.37245213094502777,40.2,0.18344657195799877,19.8,0.13847273183398254,0.03538661062287517,0.8735432993960497,0.1715378172192572,0.14162771399515808,0.055152077023444906,0.9116177948616072,0.16007378676647835,7.497505062303292,4.260662051146763,39.85475974642962,8.136565389710508,7.500091848502939,5.142443077261845,42.344917928664344,7.380596794938084
40,Needle_Passing_B004,Needle Passing,B,4,2888.0,96.26666666666667,N,19,3,3,3,4,3,3,0.0113221593543294,0.007997938426852565,0.1387471409615348,0.014330196441986697,0.010918983136699117,0.008481683700276767,0.09159193725978286,0.01200493858479729,0.3047091412742382,29.333333333333332,0.21987534626038782,21.166666666666668,0.13818353950428794,0.04182249386794449,0.8999618865142893,0.16540487816194044,0.1277237129177459,0.04525461733856973,0.6218645750743249,0.15007962155703652,7.466902600851605,5.0060525928321535,39.326268166774746,7.762771230062233,6.864068973843885,3.988363484184306,33.09111231996397,7.1266754891757715
41,Needle_Passing_C001,Needle Passing,C,1,4313.0,143.76666666666668,I,11,1,2,1,3,2,2,0.02025117269952818,0.01404660389560409,0.23802195773919682,0.028483682298557186,0.01907218251866249,0.014364101677445756,0.2182349594313432,0.022845466093932745,0.2427544632506376,34.9,0.12566658938094133,18.066666666666666,0.19204405415073617,0.0938437804912572,2.1205848034492756,0.21425399246088078,0.19598595442678873,0.1287520732253441,1.6859185383714272,0.19889921306860156,9.082227115048456,6.78986889468038,61.50189840834261,8.717158430381254,9.15081622100234,7.634828241448827,85.9797904523615,7.991065375287399
42,Needle_Passing_C002,Needle Passing,C,2,3613.0,120.43333333333334,I,9,1,1,1,3,1,2,0.020813438657159386,0.014674454606560342,0.3113540857512553,0.027779985544562447,0.025168395920579918,0.015860371811530775,0.3568906773355112,0.03276728020010725,0.19817326321616385,23.866666666666667,0.10711320232493772,12.9,0.19935580249230592,0.11114295533366791,1.982260553440006,0.2148073927269985,0.21317038587513462,0.14804366955830378,3.6912548607950937,0.231339835670425,9.589074304695725,7.762797474654021,64.56303394215682,8.850594885027611,9.63678210367219,7.9391347223377835,126.17746331016176,8.755934908503669
43,Needle_Passing_C003,Needle Passing,C,3,3572.0,119.06666666666666,I,7,1,1,1,2,1,1,0.025668932866419195,0.015533417406256994,0.3105559998776388,0.0326778110769586,0.024053464731906102,0.01533544016280735,0.24445009204129992,0.03059547953746676,0.13521836506159016,16.1,0.13465845464725643,16.033333333333335,0.22729259399529028,0.16195983246732737,2.8726557126795997,0.24137301899570024,0.20759416950313883,0.1424429418099278,1.9982332516019268,0.2202575810901965,10.545973954481402,9.356105622419838,74.6321880319515,8.941645494392828,9.433531981092132,7.962285997528865,59.6340569626696,8.390240954922422
44,Needle_Passing_C004,Needle Passing,C,4,2431.0,81.03333333333333,I,12,1,2,1,3,2,3,0.02449798401665042,0.0155306006966891,0.16465727215947676,0.029073440663587906,0.021717312836813895,0.014771135907573256,0.2054671298212928,0.030106620207721257,0.18264088852324145,14.8,0.15014397367338544,12.166666666666666,0.22149013248023158,0.15424668654278303,1.5457294670858182,0.2235973250683634,0.19968220448753746,0.13475146162441295,2.5282792357106243,0.20774837280601777,10.198201315389232,9.079326181093727,53.4868257782628,8.90244277412513,9.313310984317177,7.683186281374063,110.62588895693719,8.429280060432747
45,Needle_Passing_C005,Needle Passing,C,5,2557.0,85.23333333333333,I,12,1,2,1,3,2,3,0.02306297460263748,0.015434320749550335,0.18312303156348195,0.027388520469960584,0.02380531020892064,0.0156170355061388,0.2990699998277995,0.032409249357618505,0.17481423543214705,14.9,0.12162690653109112,10.366666666666667,0.20278479673048908,0.11719709173892749,2.4572393547428355,0.22115246842611522,0.1921790375344817,0.12764470059282323,2.046110232536698,0.1963480359220552,9.800437523758013,7.9784706028920125,64.20835493237286,9.247435527558133,8.780895832612677,6.865550337323854,54.754838774341685,7.749367157949995
